"Will confirmation be reversed where an individual's Chapter 11 debtor plan violates the absolute priority rule?","In order for a plan to be “fair and equitable” for purposes of § 1129(b), it must satisfy the absolute-priority rule. See Norwest Bank Worthington v. Ahlers, 485 U.S. 197, 202, 108 S.Ct. 963, 99 L.Ed.2d 169 (1988). The rule has been “a cornerstone of equitable distribution for Chapter 11 creditors for over a century.” In re Lively, 717 F.3d 406, 410 (5th Cir.2013). Originally a judicial gloss upon the 1898 Bankruptcy Act, the absolute-priority rule was codified in the 1978 version of the Code. As codified, the rule provides that every unsecured creditor must be paid in full before the debtor can retain “any property” under a plan. 11 U.S.C. § 1129(b)(2)(B)(ii). The parties agree that the absolute-priority rule is not satisfied here. According to Cardin's bankruptcy filings, his assets include his home, valued at $420,000, his ice machines, valued in total at $320,000, and a 2011 Ford F150 pickup truck, valued at $30,000. Two of Cardin's creditors are more than fully secured: Citizen's National Bank holds mortgages totaling approximately $543,000 on the home and ice machines, leaving Cardin with almost $200,000 of equity in those assets; and Ford Motor credit has a $15,429 claim secured by the F150, leaving Cardin with about $14,500 of equity in the truck. Cardin's plan allows him to retain all of these assets after paying off the loans they secure. Meanwhile, the plan requires Cardin to make a single payment of $124,000 towards Ice House's unsecured claim of $1.545 million. The plan also requires Cardin to “remit” to Ice House the amount of any disposable income that he earns during the five years following the plan's confirmation (but not any income thereafter)."
"Will discharge be denied where a debtor knowingly and fraudulent makes a false oath or account relating to the debtor's property and financial affairs?","Under section 727(a)(4), the Trustee must establish that Debtor made a false statement under oath in connection with the case, the oath related to a material fact, the oath was made knowingly and the oath was made fraudulently. In re Retz, 606 F.3d 1189, 1197 (9th Cir.2010); see also In re Searles, 317 B.R. 368 (9th Cir. BAP2004), aff'd, 212 F. App'x 589 (9th Cir.2006). A false statement or an omission from debtor's schedules or statement of financial affairs may constitute a false oath. Id.; see also In re Khalil, 379 B.R. 163, 172 (9th Cir. BAP2007), aff'd 578 F.3d 1167 (9th Cir.2009). A false statement is material if “the statement bears a relationship ... to the debtor's estate, and concerns the discovery of assets ... or the existence and disposition of the debtor's property.” Khalil, 379 B.R. at 173; see also Retz, 606 F.3d at 1198. The value of the omitted asset or the lack of injury to creditors is not material, but the “false statement must relate materially to the debtor's financial affairs or the bankruptcy process.” Downey, 242 B.R. at 14. A debtor acts knowingly if he acts “deliberately and consciously.” Retz, 606 F.3d at 1198. And, last, a debtor's fraudulent intent can be proved by direct and circumstantial evidence, including inferences from the debtor's conduct and all surrounding circumstances. Id. A pattern of falsity, or even a single false oath, or statements made with a reckless disregard of its truth suffices. Id.; In re Downey, 242 B.R. at 13."
"What is the proper valuation of a motor vehicle securing a creditor's claim?","We begin with the text of the Bankruptcy Code. In re Allied Mech. Servs., Inc., 885 F.2d 837, 838 (11th Cir.1989). Section 506(a)(2)'s text—“[i]f the debtor is an individual in a case under chapter 7 or 13, such value ... shall be determined based on the replacement value”—expressly requires applying a replacement value standard in cases falling within its ambit. And the cases that fall within the scope of § 506(a)(2)'s ambit include those involving a Chapter 13 debtor's personal property or property for personal, family, or household use—precisely the kind at issue here. Section 506(a)(2), by its plain terms, applies to this case."
"When will nondischargeability of a debt to a judgment creditor under 11 U.S.C.S. § 523(a)(6) be established by collateral estoppel?","Based on all of the foregoing, this Court finds in this case that the Bankruptcy Court properly gave preclusive effect to the District Court's decision on the issue of “malicious and willful” conduct, because this decision determined nondischargeability. Specifically, the Bankruptcy Court correctly determined that the District Court judgment was for the intentional tort of conversion, that as part of its judgment the District Court found that the acts were done in a “malicious and willful manner,” and that the judgment renders the debt nondischargeable under 11 U.S.C. § 523(a)(6). Because “the primary debt[s are] nondischargeable due to willful and malicious conduct, the attorney's fees and interest accompanying compensatory damage[s], including post-judgment interest, are likewise nondischargeable.” Gober, 100 F.3d at 1208; accord In re Milton, 355 B.R. at 586 (“there is ample authority ... for the proposition that where wil[l]fullness and malice exist, compensatory and punitive damages flowing therefrom are nondischargeable under 11 U.S.C. § 523(a)(6) (quotation marks and citations omitted)). Therefore, this Court finds that the Bankruptcy Court did not err in its decision. D. Conclusion In sum, having reviewed the Bankruptcy Court's findings of facts and its conclusions of law under the appropriate standards, this Court AFFIRMS the August 25, 2014 decision of the Bankruptcy Court in all respects."
"Will a debtor's case be converted or dismissed due to their failure to timely file a disclosure statement and plan?","See 11 U.S.C. § 1121(e)(3) (emphasis added). The Debtors argue that that their filing of monthly operating reports and negotiations with creditors demonstrates good cause to not dismiss the case. This in no way covers the aforementioned extension requirements. “Judges are not mind-readers, so parties must spell out their issues clearly, highlighting the relevant facts and analyzing on-point authority.” Rodriguez v. Municipality of San Juan, 659 F.3d 168, 175 (1st Cir.2011). Even if Debtors had made a Section 1121(e)(3) argument, the existing 300–day period has expired, making any Section 1121(e)(3) argument moot. As a result, Debtors have failed to file a disclosure statement and plan under statutorily prescribed period, making their case's dismissal appropriate."
"What remedies are available to the bankruptcy court in dismissing a Chapter 13 case for bad faith?","There are two issues before the Court: (1) whether the Debtor's right to dismiss under Section 1307(b) of the Bankruptcy Code trumps the Chapter 13 Trustee's Motion to Dismiss the Case with Prejudice; and (2) whether the Debtor's bad faith gives the Court cause to order that the Trustee disburse the remaining funds to the creditors pursuant to Section 349(b)(3), instead of returning them to the Debtor under § 1326(a)(2) of the Code. The Court will address each issue, in turn."
"Is a creditor recording artist's claim for royalties entitled to administrative expense status?","As to an alleged post-petition use, Young acknowledges that Young's compensation for any use by DRR of his intellectual property would be “in the form of Royalties that become due and owing upon DRR's actual sale of Young's Records.” However, Young has failed to adequately allege actual post-petition sales of Young's Records."
"Should a debtor's application to retain counsel be denied for failure of the firm to disclose payment of the retainer by a creditor of the debtor?","The Firm argued that withdrawal of the Critical Vendor Motion cured any failure to disclose or a conflict (if one had existed). This is not correct; withdrawal of a document is not sufficient. Rather, a close and thorough inspection of possible relationships and the source of retainer funds are necessary. See generally In re EWC, Inc., 138 B.R. 276, 279–80 (Bankr.W.D.Okla.1992) (holding that the court cannot adequately approve counsel unless full disclosure is provided by the professional to be employed); In re Saturley, 131 B.R. 509, 516 (Bankr.D. Me 1991) (holding that “a debtor's counsel has an affirmative duty punctiliously to disclose all its connections with the debtor”). Although the Court finds there was no adverse interest held by the Firm and there was no intent to hide the source and receipt of the retainer, the Firm did not disclose the fee arrangement in the Application and disclosed erroneous information in its Amended Application and Rule 2014 statement. The Firm's carelessness in investigating the source of its retainer payment makes disgorgement of a portion of the retainer received appropriate. See 11 U.S.C. § 328(c). Accordingly, IT IS HEREBY ORDERED that the Firm shall disgorge $3,500 of the initial retainer to Debtor within ten (10) days of entry of this Order. IT IS FURTHER ORDERED that the United States Trustee's Objection is OVERRULED, the Firm's Amended Application is GRANTED, and that Debtor is authorized to employ The Eason Law Firm as lead bankruptcy counsel in this Chapter 11 case. IT IS FURTHER ORDERED that The Eason Law Firm shall not be reimbursed for expenses or paid compensation out of Debtor's estate during the pendency of this case until further Order of this Court. Debtor's Counsel is directed to serve this Order on Debtor, the United States Trustee, all creditors, and any party-in-interest and file a Certificate of Service reflecting the same."
"Is a former spouse's claim that was not for a domestic support obligation entitled to priority treatment?","Given the disparate income of the parties, the short duration of the marriage and the tenor of the Agreement as a whole, the Court concludes that the Obligations are not a ""domestic support obligation"" under § 101 and the Obligations are not entitled to priority treatment under § 507."
"Does a trustee have standing to settle a fraudulent transfer claim against debtor's non-debtor business?","During his investigation of the Debtor's books and records, the Trustee discovered that the Debtor had made a number of transfers to its principals and affiliated entities (collectively, the “Non–Debtor Defendants”), which were potentially subject to avoidance under the Bankruptcy Code and Florida law. The Trustee also determined that these transfers rendered indistinguishable the assets of the Debtor and Non–Debtor Defendants. As a result, on February 18, 2011, the Trustee filed a complaint (the Adversary Proceeding) against the Debtor and the Non–Debtor Defendants to recover the allegedly fraudulent transfers made between the Debtor and the Non–Debtor Defendants during the time leading up to the bankruptcy case."
"If a debtor files taxes seven years after they are due and after the IRS commenced collection proceedings, does this constitute a ""return"" and is related tax debt nondischargeable?","Like the taxpayers in Hindenlang and Payne, the Debtor here did not file his tax return until after the IRS had performed its assessment. The Debtor argues that he never received the deficiency notices mailed to him by the IRS because he moved to a new address, does not claim that he notified the IRS of his change of address. The Debtor's failure to inform the IRS that he moved and subsequent failure to comply with any of the deficiency notices, and his failure to file until after the IRS performed an assessment, demonstrates that the Debtor did not make an honest and reasonable attempt to comply with the tax law. As a result, the Debtor's Forms 1040 for 2006 and 2007 do not constitute tax returns for the purposes of § 523. Given this conclusion, it is unnecessary to determine whether any late filed document may qualify as a “return” for the purposes of § 523. In re Casano, 473 B.R. 504 (E.D.N.Y.2012) (holding that it is unnecessary to address the One Day Late Rule when the debtor filed his Form 1040 after the IRS had performed an assessment.) Because the Debtor waited until after the IRS had performed its assessments before filing his returns, the Debtor's Forms 1040 did not demonstrate an honest and reasonable attempt to comply with the tax law and therefore cannot be considered returns under the definition provided by the Section 523 of the Bankruptcy Code."
"Can a trustee avoid debtor's transfer of interest in workers' compensation settlement that occurred two years before the petition date?","In Counts I and V of his complaint the Trustee seeks to avoid as preferential certain payments made by Alpha to J. Harrison and HMCG. Avoidance actions under 11 U.S.C. § 547 deal with transfers made between a debtor and creditor prior to the filing of the bankruptcy petition. Section 547 allows a trustee to avoid pre-petition transfers made by a debtor to a creditor, provided that each element of § 547(b) is met. 11 U.S.C. § 547(b). To do so, “the trustee must show that the payment was (1) to the creditor, (2) on account of a previous debt, (3) made while the debtor was insolvent, (4) made [within] 90 days before the bankruptcy petition was filed, and (5)[was] effective in enabling the creditor to receive more than it would have received had the debtor's estate been liquidated under Chapter 7.” In re Globe Mfg. Corp., 567 F.3d 1291, 1296 (11th Cir.2009) (citing 11 U.S.C. § 547(b)). At issue in this case is whether the Trustee has adequately pled facts to establish the Debtor's insolvency at the time of the payments, that the payments were made during the applicable reach back period, and that the payments allowed J. Harrison and HMCG to receive more than each would have received under a Chapter 7 distribution if the payments had not been made."
"When is a creditor's motion in a breach of guaranty action a violation of the discharge injunction?","Three years later in Zilog, the Ninth Circuit again reiterated its approval of Hardy's two-part test for finding a willful violation of the discharge injunction as stated in Bennett and Dyer. In re Zilog, 450 F.3d at 1007, 1008 n. 12 (noting that a contempt order entered for violation of the automatic stay or discharge injunction is governed by the same standards, namely those applicable to all civil contempt proceedings). In Zilog, the Ninth Circuit provided further guidance on the “actual knowledge” requirement under the first prong of the test. First, the court made clear that whether a party has actual knowledge of the injunction is a fact-based inquiry and must be found; it can neither be presumed nor imputed. In re Zilog, 450 F.3d at 1007–08. Second, the Ninth Circuit further explained there must be evidence showing that the alleged contemnor was aware of the discharge injunction and that it was applicable to his or her claim. Id. at 1009."
"When will the enforcement of a channeling injunction be denied against a plaintiff in a state court asbestos case?","Not only would such an interpretation disregard the clear language of the channeling injunction, it would also overstep the jurisdiction of the bankruptcy court. The Second Circuit held in In re Johns–Manville Corp. that the federal courts are without jurisdiction to enjoin actions against third-parties not in bankruptcy when those actions are premised upon an “independent legal duty.” 517 F.3d 52, 63 (2d Cir.N.Y.2008) (hereinafter “Manville I” ). Although appellants correctly note that the Supreme Court reversed this decision in Travelers Indem. Co. v. Bailey, it did so on purely procedural grounds and “[did] not resolve whether a bankruptcy court, in 1986 or today, could properly enjoin claims against nondebtor insurers that are not derivative of the debtor's wrongdoing.” 557 U.S. 137, ––––, 129 S.Ct. 2195, 2207, 174 L.Ed.2d 99 (U.S.2009). The Second Circuit hewed to its Manville I analysis on remand. In re Johns–Manville Corp., 600 F.3d 135, 158 (2d Cir.2010). Judge Ware's analysis clearly demonstrates that appellees have an independent, direct cause of action premised upon an independent legal duty that appellants owe to appellees. Furthermore, appellants have made no showing that appellees claims would in any way affect the res of the debtor's estate. See Manville I, 517 F.3d at 66. Even if this Court were to interpret the channeling injunction anew, it would decline to interpret the channeling injunction in the manner that appellants espouse because to do so would exceed the subject matter jurisdiction of the Court."
"Can an excess insurer intervene in a bankruptcy proceeding seeking approval of a settlement agreement between the debtor and another party?","It's not as if, unless Columbia can sue, no secondary insurer (whether an excess insurer, as in this case, or a reinsurer) can protect itself against its insureds' making settlements with their primary insurers that disadvantage the secondary insurer. An excess insurer can write a policy that does not require it to pay until the coverage limit of the primary policy, $10 million in this case, has been reached. Or the excess policy could provide that its coverage limit would drop down if the primary insurer proved to be insolvent, as Integrity proved to be. This would give the excess insurer a concrete stake in the bankruptcy, thus enabling it to file an objection to an attempt by the bankruptcy judge to disregard the provision in the excess policy in order to maximize the assets of the debtor available for distribution to the creditors. It is better to leave matters to private contracting where that is feasible than to permit parties, especially sophisticated parties like Columbia, to ask a court to ride to its rescue from an oversight."
"Can one creditor enforce the provisions of a Chapter 11 plan against another creditor?","(b)(1) Notwithstanding section 510(a) of this title, if all of the applicable requirements of subsection (a) of this section other than paragraph (8) are met with respect to a plan, the court, on request of the proponent of the plan, shall confirm the plan notwithstanding the requirements of such paragraph if the plan does not discriminate unfairly, and is fair and equitable, with respect to each class of claims or interests that is impaired under, and has not accepted, the plan."
"Does the confirmation of debtor's Chapter 13 plan create a nondischargeable debt with respect to a pre-filing executory contract which debtor hasn't assumed or rejected?","The Priesters' objection to confirmation includes objections to the value Reasor assesses to the trailer and her failure to provide for the contract's payment in full. They further ask that if the Agreement be found to be a secured transaction, Ms. Reasor should be required to repay the trailer's value to them over the life of the plan. Theirs is the only confirmation objection. Having concluded that the Agreement is an un-assumed or rejected executory contract, Ms. Reasor's obligations under it remain in effect and are unaltered by the plan. To the extent her plan payments are insufficient to pay the Priester's debt in full over the plan's life, she will remain indebted to them under the Agreement notwithstanding her discharge, if she receives one. Standing alone, her non-treatment of the Agreement is not a bar to confirming her plan, though it may be an obstacle to her performing it."
"Will a bankruptcy court commit reversible error by allowing debtor's gambling debts to be discharged despite high probability of harm to creditor casinos?","For the reasons explained above, the Bankruptcy Court's Final Judgment entered on November 13, 2013, is AFFIRMED."
"Was debtor's Chapter 11 plan improperly confirmed where debtor subordinated a punitive damages claim to general unsecured claims?","There only remaining rationale Appellants propose is that had it not been for Debtors' supposition that punitive claims would remain totally impaired in Class 6, they would have offered no “gift” to the other unsecured creditors in Class 4, because they feared tens of millions of dollars in other potential punitive damages awards. But Appellees' $4.2 million Claim cannot have contributed to any uncertainty over the potential for future punitive damages when Appellants proposed their plan, because Appellees' claim had already been reduced to judgment in state court and was due and owing like every other unsecured claim. The Court therefore affirms the bankruptcy court that putting Appellees' Claim into Class 6 in this case would have resulted in unfair discrimination under § 1129(b)(1). CONCLUSION IT IS HEREBY ORDERED that the order of the bankruptcy court is AFFIRMED. IT IS SO ORDERED."
"Should debtor's Chapter 13 case filed 4 months after his Chapter 7 discharge be dismissed for lack of good faith?","The Debtor's second case was filed four months after he received his Chapter 7 discharge. The purpose of this filing was to avoid or delay paying Steinberg the non-dischargeable consent judgment. There was no other reason for the filing of the Chapter 13 case, as all debts that could have been discharged were discharged in the Chapter 7 case. The filing of the petition cannot be said to meet the good faith requirement of 11 U.S.C. § 1325(a)(7). It cannot be disputed that the Debtor's sole reason for filing this petition under Chapter 13 on the heels of the Chapter 7 discharge was to deal with the debt declared non-dischargeable by virtue of a consent order in the recent adversary proceeding. Filing a Chapter 13 case for the purpose of discharging a single non-dischargeable claim is recognized as a filing in bad faith. In re Moroney, 330 B.R. 527, 532 (B.C.E.D.Va.2005). A Chapter 13 case aimed at paying only a small portion of a non-dischargeable debt deserves particular scrutiny. In re Sellers, 285 B.R. 769, 773–74 (B.C.S.D.Ga.2001)."
"What is a casino creditor's burden of proof required in order to establish that debtor's gambling debts are nondischargeable?","The Bankruptcy Court did not err in finding that Appellants had failed to meet their burden of proving a willful and malicious injury by a preponderance of the evidence. As explained above, the record is devoid of any indication of D'Amico's knowledge of his financial condition at the time that he signed the markers. In fact, given the substantial sums D'Amico deposited with the casinos and the balances in the relevant bank accounts, it is unclear from the record whether D'Amico was in fact unable to pay the markers when he signed them. Moreover, Appellants made no effort to establish D'Amico's knowledge to the Bankruptcy Court. Instead, Appellants argued that harm was objectively substantially certain from the perspective of a reasonable person with perfect or complete knowledge of all of the relevant facts and circumstances. It was Appellants' burden to prove by a preponderance of the evidence that D'Amico possessed the requisite knowledge to make his acts substantially certain to result in injury to the casinos. The Bankruptcy Court concluded that Appellants had failed to do so. The court agrees."
"Is a default judgment against debtor in an adversary proceeding warranted due to improper service of summons and complaint?","In this case, the plaintiff did not demonstrate the criteria required under the default rules in order to establish the default of this defendant. Indeed, even its service of process commencing the adversary proceeding was insufficient, and without proper service the court cannot consider the subsequent Motion for Default Judgment. The plaintiff's Complaint was filed on November 4, 2013, and the summons was issued on November 5, 2013. Plaintiff, by counsel, served the Complaint and summons upon the defendant and his bankruptcy attorney on November 26, 2013. See R. 6; R. 7 (Mem. Support), at ¶ 2. However, the summons had expired on November 19, 2013. See Fed. R. Bankr. P. 7004(e) (requiring delivery of summons and complaint within 14 days after issuance of summons). The plaintiff did not seek an alias summons to effect proper service on the parties. See id.; see also In re Menges, 337 B.R. 191, 193 (Bankr. N.D. Ill. 2006) (""If service is not made in that time, the summons is stale, and another summons must be issued.""). It is clear that the untimely service was defective and that ""[s]ervice of a stale summons is no service at all."" Id. at 194. Moreover, service of the summons and complaint was not made ""within 120 days after the filing of the complaint,"" as Federal Rule of Civil Procedure 4(m) requires. See Fed. R. Bankr. P. 7004(a) (applying Fed. R. Civ. P. 4(m) in bankruptcy proceedings). Proper service pursuant to Bankruptcy Rule 7004(e) is a prerequisite for timely service under Civil Rule 4(m). See Premier Capital, Inc. v. DeCarolis, 2002 U.S. Dist. LEXIS 1879, 2002 WL 47134 at *6 (D.N.H. Jan. 4, 2002) (citing In re Love, 232 B.R. 373, 378 (Bankr. E.D. Tenn. 1999), aff'd 242 B.R. 169 (E.D. Tenn. 1999) and 3 Fed. Appx. 497 (6th Cir. 2001)). The court concludes, therefore, that service was tardy and ineffective under Bankruptcy Rule 7004(e) and Civil Rule 4(m)."
"Will the bankruptcy court commit reversible error by rejecting the filing of a dischargeability complaint due to creditor's failure to file a motion to reopen the underlying bankruptcy case?","Further, while reopening a case for the purpose of filing a nondischargeability complaint is good practice, it is not necessary. “[A] separate motion to reopen is not a jurisdictional requirement, or even a prerequisite for commencing an action for nondischargeability of a debt under § 523(a)(3)(B).” Staffer v. Predovich (In Re Staffer), 306 F.3d 967, 972 (9th Cir.2002)."
"Is an oversecured creditor entitled to recover postpetition interest at the contract rate under 11 U.S.C.S. § 506(b)?","While the Bankruptcy Code governs postpetition interest, there is a rebuttable presumption that the parties' contract rate should apply. Id. at 134 (“[A] debtor bears the burden of rebutting the presumption that the contract rate of interest applies post-petition.”); see also In re Terry Ltd. P'ship, 27 F.3d 241, 243 (7th Cir.1994) (describing rebuttable presumption in favor of contract default rates of interest); In re Madison 92nd St. Assocs. LLC, 472 B.R. 189, 198 (Bankr.S.D.N.Y.2012) (“The great majority of courts have concluded that the appropriate rate of interest should be the ... so-called ‘contract rate’ of interest.”); Urban Communicators PCS Ltd. P'ship v. Gabriel Capital, L. P., 394 B.R. 325, 338 (S.D.N.Y.2008) (same)."
"Is debtor's transfer of property to his mother for no consideration an avoidable fraudulent transfer in trustee's action under 11 U.S.C.S. § 548(a)(1)?","“Because proof of actual intent to hinder, delay or defraud creditors may rarely be established by direct evidence, courts infer fraudulent intent from the circumstances surrounding the transfer.” Schilling v. Heavrin (In re Triple S. Rests., Inc.), 422 F.3d 405, 416 (6th Cir.2005). Such circumstances are reflected in the factors that are often referred to as the “badges of fraud”, which under Ohio law include: (1) Whether the transfer or obligation was to an insider; (2) Whether the debtor retained possession or control of the property transferred after the transfer; (3) Whether the transfer or obligation was disclosed or concealed; (4) Whether before the transfer was made or the obligation incurred, the debtor had been sued or threatened with suit; (5) Whether the transfer was of substantially all of the assets of the debtor; (6) Whether the debtor absconded; (7) Whether the debtor removed or concealed assets; (8) Whether the value of the consideration received by the debtor was reasonably equivalent to the value of the asset transferred or the obligation incurred; (9) Whether the debtor was solvent or became insolvent shortly after the transfer was made or the obligation was incurred; (10) Whether the transfer occurred shortly before or shortly after a substantial debt was incurred; and (11) Whether the debtor transferred the essential assets of the business to a lienholder who transferred the assets to an insider of the debtor. ORC § 1336.04(B). Once a plaintiff establishes a sufficient number of badges of fraud, the burden shifts to the defendant to demonstrate that the debtor received a benefit or that there was some legitimate purpose for the transfer. Silagy v. Gagnon (In re Gabor), 280 B.R. 149, 157 (Bankr.N.D.Ohio 2002). “Although the presence of a single badge [of fraud] may only raise the suspicion of a debtor's fraudulent intent, the confluence of several badges can be conclusive evidence of fraudulent intent, absent significantly clear evidence of the debtor's legitimate supervening purpose.” Id."
"Can debtor modify a ""due on sale"" clause in his mortgage by confirming his Chapter 13 plan containing such terms and conditions?","“Pursuant to § 1322(b)(2), a debtor may not modify the rights of a secured creditor who has an interest in real property securing the debtor's principal residence.” In re Tewell, 355 B.R. at 681. In Nobelman, the United States Supreme Court has stated that the “rights” referred to in § 1322(b)(2) are those “reflected in the relevant mortgage instruments, which are enforceable under [state law].” Id. (citing Nobelman v. Am. Sav. Bank, 508 U.S. 324, 329, 113 S.Ct. 2106, 124 L.Ed.2d 228 (1993)). Due on sale clauses are valid and enforceable in Texas. Sonny Arnold, 633 S.W.2d at 811. “To allow debtors to effectively ignore due on sale clauses invoked by holders of home mortgages stretches the language of § 1322(b)(2) past the breaking point.” In re Tewell, 355 B.R. at 681."
"Is a partially secured creditor entitled to auto insurance proceeds after debtor damaged his car in an accident?","The primary issue concerns the payment of post-confirmation insurance proceeds after the debtors were involved in a vehicle accident. In November 2013, a deer and the debtors' 2005 Kia Sedona collided. Although we do not know what happened to the deer, State Farm Insurance has offered $3960 to cover the resulting damage to the Sedona in full satisfaction of its obligation under an insurance policy. The debtors argue that since AmeriCredit has been paid the entire amount of its allowed secured claim under the debtors' confirmed plan, the proceeds should be paid to the debtors so they can purchase another vehicle. The chapter 13 trustee argues that the proceeds are property of the estate and should be paid to the trustee for distribution to the debtors' unsecured creditors, subject to the debtors' requesting a refund for the purchase of another vehicle. AmeriCredit argues that the proceeds belong to AmeriCredit based on its recorded lien on the Kia Sedona."
"Does a creditor who did not file a proof of claim in the underlying bankruptcy be entitled to post-confirmation relief from stay in order to pursue foreclosure related claims?","Under 11 U.S.C. § 362(d)(1), a court may grant a party in interest relief from the automatic stay for “cause.” Such cause may encompass a party's need to pursue the resolution of pre-petition litigation against the debtor in state court. In re Residential Capital, LLC, 508 B.R. 838 (Bankr.S.D.N.Y.2014). A proceeding before the bankruptcy court under § 362(d)(1) is considered to be a “summary proceeding of limited effect.” In re Mullarkey, 536 F.3d 215, 226 (3d Cir. 2008). “[S]uch hearings do not involve a full adjudication on the merits of claims, defenses, or counterclaims, but [are] simply a determination as to whether a creditor has a colorable claim to property of the estate.” Id. Accordingly, it is appropriate for a bankruptcy court to decline to rule on the New Matter set forth in a debtor's answer to a relief from stay motion, especially when the ultimate issue raised in New Matter will be necessarily determined in the state court litigation."
"Is debtor's transfer of property sale proceeds to a bank in full satisfaction of unsecured debt avoidable as a preferential payment?","The Bank contends that no diminution of the estate occurred as a result of the sale nor was the interest of any unsecured creditor prejudiced by its receipt of the $2.1 million because the funds which it received “were exempt sale proceeds from exempt homestead property” which would have never been available to the estate's creditors. Of course, the generous homestead protections provided under state constitutional and statutory law to Texas citizens are well-known, and included among such protections is a temporary, six-month exemption of proceeds derived from the sale of a homestead from the claims of creditors so that such proceeds can be reinvested in another homestead. “The purpose of the exemption on home sale proceeds is not to protect the proceeds, in and of themselves but rather, solely to allow the claimant to invest the proceeds in another homestead.” Hill v. Jones (In re Jones), 327 B.R. 297, 302 (Bankr.S.D.Tex.2005) (citing Zibman v. Tow (In re Zibman), 268 F.3d 298, 305 (5th Cir.2001) (emphasis in original)). The legislative intent behind this exemption is to protect Texas residents from homelessness during periods of homestead transitions. Id. The selling homestead owner is allowed to hold the homestead sale proceeds for purchase of another homestead within the designated protection period, “but not to make purchases of other assets or items or otherwise dispose of the money in a way that would prejudice the interests of his creditors in his assets.” In re Zavala, 366 B.R. 643, 653 (Bankr.W.D.Tex.2007) (citing Jones, 327 B.R. at 302). The protections afforded by § 41.001(c) terminate when a new homestead is acquired. Studensky v. Morgan (In re Morgan), 481 Fed.Appx. 183, 187 (5th Cir.2012); In re Garcia, 499 B.R. 506, 513–14 (Bankr.N.D.Tex.2013), aff'd sub nom. Garcia v. Bassel, 507 B.R. 907 (N.D.Tex.2014)."
"Should recognition of foreign main bankruptcy proceeding be vacated due to questionable conduct of a foreign representative?","Chapter 15 of the Bankruptcy Code, like the Model Law on Cross–Border Insolvency, is intended to facilitate cross-border cooperation in insolvency proceedings. One of the purposes of chapter 15 is the “fair and efficient administration of cross-border insolvencies that protects the interests of all creditors, and other interested entities, including the debtor....” 11 U.S.C. § 1501(a)(3). Other sections of chapter 15 provide for relief “only if the interests of the creditors and other interested entities, including the debtor, are sufficiently protected,” 11 U.S.C. § 1522(a), and allow additional assistance when necessary to “reasonably assure ... protection of claim holders in the United States against prejudice and inconvenience in the processing of claims in [a] foreign proceeding,” id. § 1507(b)(2). The Code, however, does not describe what a U.S. court should do when, after granting recognition to a foreign proceeding, the conduct of the foreign representative, or other parties in interest, flout the purposes of chapter 15. The pending motion seeking to vacate recognition of a Mexican insolvency proceeding raises troubling questions about the conduct of a foreign representative in this chapter 15 case and in the ongoing Mexican proceeding, and requires consideration of the Court's role in protecting U.S. creditors."
"Should the court grant defendant's motion for acquittal under Fed. R. Crim. P. 29(c) after the jury found him guilty of bankruptcy fraud under 18 U.S.C.S. § 157?","The court is persuaded that the evidence was sufficient to allow the jury to conclude, either directly or through inference, that defendant had the requisite intent to defraud his creditors when he made the false statements in his bankruptcy petition. While the creditors' knowledge of defendant's assets may be a factor relevant to a determination of defendant's fraudulent intent, it is not dispositive of the absence of fraudulent purpose. See Grant, 971 F.2d at 809 (“Although the replacement of removed property may be probative evidence of lack of fraudulent intent [under 18 U.S.C. § 152], it is not dispositive.”); United States v. Klupt, 475 F.2d 1015, 1018–19 (2d Cir.1973) (return of property not dispositive of fraudulent intent under 18 U.S.C. § 152). In addition, even if the jury was presented with apparently conflicting evidence, the resolution of those conflicts is the province of the jury, not this court. The court concludes that the evidence is sufficient to convince any rational trier of fact that the crime charged has been proven beyond a reasonable doubt. Therefore, defendant's motion for a judgment of acquittal on the grounds that the evidence was insufficient is DENIED."
